episode,epsilon,reward_sum,reward_mean,violation_sum,risk_sum,energy_mean,admission_mean,slew_mean,overshoot_sum,q_max,q_mean
243,0.3066,-70.95335,-0.59128,0.0,0.0,1.02218,0.9475,0.11245,0.60813,0.0,-8.57721
244,0.30613,-251.54701,-2.09623,0.0,0.34784,1.05146,0.95175,0.12074,8.31183,0.0,-8.58025
245,0.30567,-465.46282,-3.87886,0.0,0.0,1.14687,0.9285,0.14139,2.5114,0.0,-8.64374
246,0.3052,-884.40324,-7.37003,0.0,0.0,1.30601,0.91508,0.14921,0.0458,0.0,-8.87969
247,0.30473,-832.74137,-6.93951,0.0,0.0,1.30327,0.92408,0.13559,3.17929,0.0,-9.07648
248,0.30427,-901.78093,-7.51484,0.0,0.0,1.41479,0.919,0.1558,0.01913,0.0,-9.28106
249,0.3038,-1212.769,-10.10641,0.0,0.0,1.42534,0.91125,0.17122,0.0,0.0,-9.61196
250,0.30333,-1137.45592,-9.4788,0.0,0.0,1.39267,0.91267,0.16105,0.0,0.0,-9.89255
251,0.30287,-1067.7314,-8.89776,0.0,0.0,1.36576,0.91225,0.16133,0.07129,0.0,-10.12719
252,0.3024,-814.24849,-6.7854,0.0,0.02904,1.32951,0.92317,0.15024,6.84338,0.0,-10.29984
253,0.30193,-796.33446,-6.63612,0.0,0.0,1.25569,0.92367,0.1403,6.96501,0.0,-10.45844
254,0.30147,-782.69514,-6.52246,0.0,0.0,1.24599,0.93033,0.14211,2.21626,0.0,-10.58775
255,0.301,-1041.44736,-8.67873,0.0,0.0,1.28835,0.91592,0.15157,0.0,0.0,-10.75246
256,0.30053,-1184.80286,-9.87336,0.0,0.0,1.43529,0.91442,0.15237,0.0,0.0,-10.98052
257,0.30007,-1057.67956,-8.814,0.0,0.0,1.28825,0.9135,0.16136,0.0,0.0,-11.16452
258,0.2996,-725.71784,-6.04765,0.0,0.0,1.25101,0.93483,0.12759,0.96927,0.0,-11.17991
259,0.29913,-970.24292,-8.08536,0.0,0.0,1.3695,0.92292,0.15255,5e-05,0.0,-11.33646
260,0.29867,-289.92564,-2.41605,0.0,0.0,1.07933,0.947,0.14839,3.74075,0.0,-11.2061
261,0.2982,-257.96119,-2.14968,0.0,0.48379,1.07226,0.94767,0.14341,9.49716,0.0,-11.01894
262,0.29773,-340.1069,-2.83422,0.0,0.0,1.09448,0.94433,0.15298,1.75261,0.0,-10.75
263,0.29727,-812.68885,-6.77241,0.0,0.0,1.21526,0.92917,0.16313,2.35829,0.0,-10.81552
264,0.2968,-1095.12007,-9.126,0.0,0.0,1.3774,0.91517,0.15241,0.0,0.0,-11.06198
265,0.29633,-1005.05741,-8.37548,0.0,0.0,1.38742,0.92058,0.14075,0.00775,0.0,-11.26329
266,0.29587,-268.34371,-2.2362,0.0,1.33057,1.05893,0.9515,0.10569,17.40315,0.0,-11.15405
267,0.2954,-211.71268,-1.76427,0.0,0.42114,1.05118,0.95192,0.11828,13.14797,0.0,-10.97596
268,0.29493,-352.44201,-2.93702,0.0,0.95324,1.05551,0.94667,0.11685,12.58033,0.0,-10.75393
269,0.29447,-157.46695,-1.31222,0.0,0.0,1.02984,0.94608,0.12535,3.88797,0.0,-10.52324
270,0.294,-199.75033,-1.66459,0.0,0.0,1.04139,0.94558,0.12484,8.10344,0.0,-10.33314
271,0.29353,-104.46332,-0.87053,0.0,0.0,1.02891,0.93483,0.11807,1.24316,0.0,-10.17046
272,0.29307,-70.64495,-0.58871,0.0,0.0,1.02131,0.93492,0.11079,1.68952,0.0,-9.93977
273,0.2926,-105.74168,-0.88118,0.0,0.0,1.00648,0.93617,0.11867,1.70352,0.0,-9.7013
274,0.29213,-87.84703,-0.73206,0.0,0.0,1.01411,0.93758,0.11203,1.26233,0.0,-9.47316
275,0.29167,-106.17606,-0.8848,0.0,0.0,1.01914,0.93375,0.10962,2.96272,0.0,-9.33601
276,0.2912,-221.62368,-1.84686,0.0,0.57799,1.05478,0.937,0.11922,10.40428,0.0,-9.23408
277,0.29073,-68.58143,-0.57151,0.0,0.0,1.02674,0.93408,0.11862,0.75001,0.0,-9.10262
278,0.29027,-176.40368,-1.47003,0.0,0.0,1.06411,0.92692,0.14016,4.80175,0.0,-8.99647
279,0.2898,-233.22736,-1.94356,0.0,0.0,1.05139,0.92867,0.13157,0.94766,0.0,-8.96781
280,0.28933,-119.30013,-0.99417,0.0,0.0,1.00614,0.93767,0.10986,5.47652,0.0,-8.90435
281,0.28887,-736.37503,-6.13646,0.0,0.0,1.18953,0.91692,0.14427,0.0304,0.0,-9.05506
282,0.2884,-928.43648,-7.73697,0.0,0.0,1.32244,0.91183,0.15946,0.03736,0.0,-9.28985
283,0.28793,-1101.07412,-9.17562,0.0,0.0,1.34638,0.91008,0.15624,0.00113,0.0,-9.58978
284,0.28747,-714.94711,-5.95789,0.0,0.0,1.24339,0.91525,0.13301,0.0,0.0,-9.75178
285,0.287,-850.48221,-7.08735,0.0,0.0,1.34873,0.91792,0.13532,0.18058,0.0,-9.93797
286,0.28653,-105.49343,-0.87911,0.0,0.0,0.99697,0.94817,0.12415,0.13633,0.0,-9.83817
287,0.28607,-309.30291,-2.57752,0.0,1.38106,1.04953,0.95025,0.1203,17.56681,0.0,-9.77352
288,0.2856,-185.54199,-1.54618,0.0,0.0,1.04,0.93758,0.13195,0.61108,0.0,-9.61463
289,0.28513,-145.77822,-1.21482,0.0,0.10392,1.0487,0.94617,0.12382,6.39029,0.0,-9.49416
290,0.28467,-125.11389,-1.04262,0.0,0.0,1.03425,0.93542,0.12217,0.63249,0.0,-9.34694
291,0.2842,-128.94969,-1.07458,0.0,0.0,1.05625,0.93433,0.13203,1.69934,0.0,-9.22619
292,0.28373,-117.36121,-0.97801,0.0,0.0,1.01961,0.9365,0.13407,2.25369,0.0,-9.11476
293,0.28327,-198.63333,-1.65528,0.0,0.0,1.04048,0.94075,0.13167,1.0568,0.0,-9.04915
294,0.2828,-66.45735,-0.55381,0.0,0.0,1.02058,0.93392,0.12243,0.32849,0.0,-8.96987
295,0.28233,-852.04059,-7.10034,0.0,1.09906,1.22859,0.92283,0.15155,14.92102,0.0,-9.17392
296,0.28187,-844.3589,-7.03632,0.0,0.0,1.23095,0.91933,0.15058,0.08181,0.0,-9.40637
297,0.2814,-855.0686,-7.12557,0.0,0.0,1.29057,0.91517,0.15151,0.09208,0.0,-9.6333
298,0.28093,-1219.23303,-10.16028,0.0,0.0,1.37421,0.914,0.16133,0.01114,0.0,-9.97644
299,0.28047,-737.32597,-6.14438,0.0,0.0,1.21469,0.93233,0.14694,0.07831,0.0,-10.10592
300,0.28,-1162.46876,-9.68724,0.0,0.0,1.42943,0.90817,0.16201,0.0,0.0,-10.40823
301,0.27953,-871.32447,-7.26104,0.0,0.0,1.34853,0.93308,0.12792,0.0,0.0,-10.58816
302,0.27907,-1242.86982,-10.35725,0.0,0.0,1.41696,0.90708,0.16106,0.0,0.0,-10.88686
303,0.2786,-1114.03724,-9.28364,0.0,0.0,1.37451,0.91558,0.14918,0.0,0.0,-11.11022
304,0.27813,-861.34771,-7.1779,0.0,0.0,1.25182,0.92983,0.15702,2.7031,0.0,-11.22256
305,0.27767,-885.69348,-7.38078,0.0,0.0,1.30864,0.91392,0.14371,5.925,0.0,-11.41546
306,0.2772,-1088.69305,-9.07244,0.0,0.0,1.36915,0.91625,0.14886,0.02423,0.0,-11.65249
307,0.27673,-465.54698,-3.87956,0.0,0.0,1.09485,0.94292,0.12668,0.0,0.0,-11.57244
308,0.27627,-820.14344,-6.83453,0.0,1.57504,1.12467,0.93667,0.12361,14.2448,0.0,-11.60484
309,0.2758,-779.70158,-6.49751,0.0,0.0,1.38836,0.90633,0.1227,0.02023,0.0,-11.70214
310,0.27533,-884.43092,-7.37026,0.0,0.37683,1.2653,0.92217,0.14816,7.83301,0.0,-11.81599
311,0.27487,-952.02732,-7.93356,0.0,0.0,1.29145,0.92733,0.14407,0.21866,0.0,-11.96618
312,0.2744,-905.54625,-7.54622,0.0,0.0,1.32343,0.926,0.14144,2.68814,0.0,-12.08209
313,0.27393,-855.70075,-7.13084,0.0,0.0,1.25876,0.92917,0.13347,0.01229,0.0,-12.19724
314,0.27347,-1148.69002,-9.57242,0.0,0.0,1.41575,0.91258,0.14748,0.0,0.0,-12.37605
315,0.273,-865.83146,-7.21526,0.0,0.0,1.35866,0.89783,0.1433,0.0,0.0,-12.49236
316,0.27253,-770.57557,-6.42146,0.0,0.31862,1.216,0.94408,0.13331,8.34921,0.0,-12.53934
317,0.27207,-758.37175,-6.31976,0.0,0.0,1.24623,0.94767,0.12389,4.74505,0.0,-12.60913
318,0.2716,-285.13938,-2.37616,0.0,1.71265,1.05114,0.95392,0.12374,17.23821,0.0,-12.57019
319,0.27113,-565.39907,-4.71166,0.0,0.27353,1.06015,0.9485,0.11012,11.57012,0.0,-12.49883
320,0.27067,-864.85727,-7.20714,0.0,0.41882,1.13216,0.93042,0.145,11.41932,0.0,-12.55026
321,0.2702,-938.99284,-7.82494,0.0,0.0,1.31196,0.89608,0.14429,0.02493,0.0,-12.70475
322,0.26973,-264.77168,-2.20643,0.0,0.10583,1.06916,0.941,0.12963,9.31302,0.0,-12.54281
323,0.26927,-230.4732,-1.92061,0.0,0.02429,1.03525,0.94658,0.13066,7.28042,0.0,-12.31518
324,0.2688,-184.96681,-1.54139,0.0,0.0,1.01955,0.95383,0.10938,5.61084,0.0,-12.11004
325,0.26833,-225.42313,-1.87853,0.0,0.29823,1.04848,0.948,0.12159,13.36045,0.0,-11.94971
326,0.26787,-280.42583,-2.33688,0.0,1.50235,1.06088,0.94983,0.12806,19.30276,0.0,-11.87185
327,0.2674,-252.23705,-2.10198,0.0,0.36885,1.06414,0.94117,0.12471,9.19986,0.0,-11.63705
328,0.26693,-168.49604,-1.40413,0.0,0.29632,1.05913,0.94675,0.13359,10.24351,0.0,-11.44653
329,0.26647,-173.30474,-1.44421,0.0,0.02206,1.04903,0.95492,0.11761,9.83421,0.0,-11.20607
330,0.266,-160.19153,-1.33493,0.0,0.0,1.05897,0.95233,0.12361,3.33091,0.0,-11.04049
331,0.26553,-168.05533,-1.40046,0.0,0.04964,1.02126,0.95642,0.11439,9.30915,0.0,-10.8573
332,0.26507,-72.92736,-0.60773,0.0,0.0,1.02978,0.94392,0.1249,0.10266,0.0,-10.65735
333,0.2646,-118.80418,-0.99003,0.0,0.0,1.03151,0.94217,0.12471,1.63495,0.0,-10.50322
334,0.26413,-281.28614,-2.34405,0.0,0.14334,1.04851,0.93917,0.13117,6.84856,0.0,-10.4163
335,0.26367,-95.03583,-0.79197,0.0,0.0,1.03652,0.94233,0.13551,1.11078,0.0,-10.31021
336,0.2632,-135.08688,-1.12572,0.0,0.00841,1.01462,0.93675,0.12944,5.64782,0.0,-10.23869
337,0.26273,-78.98231,-0.65819,0.0,0.0,1.03649,0.93942,0.11182,2.08561,0.0,-10.11663
338,0.26227,-65.48371,-0.5457,0.0,0.0,1.03059,0.94017,0.11477,1.71582,0.0,-10.02836
339,0.2618,-147.30285,-1.22752,0.0,0.0,1.05393,0.93892,0.13043,0.29061,0.0,-9.91002
340,0.26133,-526.51335,-4.38761,0.0,0.0,1.17378,0.91325,0.15843,0.49045,0.0,-9.97759
341,0.26087,-723.02402,-6.0252,0.0,0.0,1.24071,0.9285,0.13209,0.09089,0.0,-10.15123
342,0.2604,-1075.5382,-8.96282,0.0,0.0,1.36889,0.9055,0.15965,0.01945,0.0,-10.45353
343,0.25993,-501.88623,-4.18239,0.0,0.0,1.18366,0.93358,0.12537,0.11392,0.0,-10.52117
344,0.25947,-889.78832,-7.4149,0.0,0.0,1.28136,0.91608,0.14707,0.00163,0.0,-10.75123
345,0.259,-159.76998,-1.33142,0.0,0.0,1.02959,0.93742,0.11528,0.5441,0.0,-10.67093
346,0.25853,-117.53663,-0.97947,0.0,0.0,1.01624,0.94483,0.11423,4.47554,0.0,-10.50713
347,0.25807,-109.51631,-0.91264,0.0,0.0,1.04373,0.93917,0.1132,1.67319,0.0,-10.33752
348,0.2576,-158.10258,-1.31752,0.0,0.19912,1.0378,0.938,0.11366,7.13819,0.0,-10.21877
349,0.25713,-69.32862,-0.57774,0.0,0.0,1.01016,0.939,0.1187,0.32273,0.0,-10.05665
350,0.25667,-627.39309,-5.22828,0.0,0.0,1.18021,0.93092,0.14527,1.19756,0.0,-10.0971
351,0.2562,-954.38276,-7.95319,0.0,0.0,1.19372,0.91725,0.15284,0.0,0.0,-10.33975
352,0.25573,-1052.81686,-8.77347,0.0,0.0,1.36869,0.90583,0.15714,0.0,0.0,-10.62661
353,0.25527,-905.52275,-7.54602,0.0,0.0,1.31106,0.90867,0.14518,0.0,0.0,-10.83047
354,0.2548,-1111.64786,-9.26373,0.0,0.0,1.34915,0.91058,0.1614,0.0,0.0,-11.1026
355,0.25433,-1133.10697,-9.44256,0.0,0.0,1.39509,0.91692,0.1537,0.0,0.0,-11.38076
356,0.25387,-1152.43667,-9.60364,0.0,0.0,1.44069,0.90867,0.15249,0.00853,0.0,-11.6537
357,0.2534,-338.36074,-2.81967,0.0,0.0,1.09338,0.94742,0.10383,0.11543,0.0,-11.55856
358,0.25293,-797.91818,-6.64932,0.0,0.17987,1.15217,0.94825,0.12068,6.28276,0.0,-11.62944
359,0.25247,-211.0044,-1.75837,0.0,0.65546,1.07944,0.94583,0.12998,13.16305,0.0,-11.49212
360,0.252,-148.2186,-1.23516,0.0,0.0,1.03078,0.94608,0.11656,4.50839,0.0,-11.30997
361,0.25153,-136.95608,-1.1413,0.0,0.0,1.04628,0.939,0.13848,3.69492,0.0,-11.00576
362,0.25107,-107.62499,-0.89687,0.0,0.0,1.04804,0.93983,0.14717,2.96822,0.0,-10.73288
363,0.2506,-162.88889,-1.35741,0.0,0.0,1.05058,0.94925,0.12987,8.17549,0.0,-10.57601
364,0.25013,-279.16753,-2.3264,0.0,0.0,1.07064,0.94608,0.13793,1.74981,0.0,-10.50079
365,0.24967,-970.52215,-8.08768,0.0,0.0,1.22019,0.91925,0.15642,0.01219,0.0,-10.7115
366,0.2492,-647.97062,-5.39976,0.0,0.0,1.20655,0.925,0.13637,0.6036,0.0,-10.83073
367,0.24873,-1294.99339,-10.79161,0.0,0.0,1.43146,0.91375,0.16192,0.0,0.0,-11.17678
368,0.24827,-790.0142,-6.58345,0.0,0.0,1.2365,0.92983,0.14294,3.02485,0.0,-11.36215
369,0.2478,-1153.90456,-9.61587,0.0,0.0,1.40206,0.91067,0.15725,0.16147,0.0,-11.6422
370,0.24733,-384.04169,-3.20035,0.0,0.0,1.04732,0.93767,0.122,0.0676,0.0,-11.62784
371,0.24687,-291.94684,-2.43289,0.0,0.02139,1.06789,0.94983,0.10931,10.10565,0.0,-11.48881
372,0.2464,-147.48441,-1.22904,0.0,0.28067,1.06106,0.94417,0.12433,8.21055,0.0,-11.33395
373,0.24593,-111.72758,-0.93106,0.0,0.0,1.02932,0.948,0.10424,3.64419,0.0,-11.13388
374,0.24547,-99.87112,-0.83226,0.0,0.0,1.00896,0.93333,0.1164,0.47787,0.0,-10.92371
375,0.245,-70.22729,-0.58523,0.0,0.0,1.01032,0.94375,0.11027,1.2771,0.0,-10.77725
376,0.24453,-83.37089,-0.69476,0.0,0.0,1.02204,0.93825,0.11595,0.89205,0.0,-10.62674
377,0.24407,-149.07068,-1.24226,0.0,0.02182,1.03271,0.94933,0.11942,5.93994,0.0,-10.44894
378,0.2436,-92.34376,-0.76953,0.0,0.0,1.0384,0.94575,0.10004,2.26585,0.0,-10.29316
379,0.24313,-66.46661,-0.55389,0.0,0.0,1.03594,0.93775,0.11989,0.4651,0.0,-10.15733
380,0.24267,-92.22012,-0.7685,0.0,0.0,1.02846,0.93925,0.11914,2.08405,0.0,-10.01468
381,0.2422,-429.29911,-3.57749,0.0,1.00778,1.06918,0.94383,0.12541,9.4606,0.0,-10.028
382,0.24173,-345.26846,-2.87724,0.0,0.0,1.08753,0.94708,0.12396,0.34228,0.0,-10.04411
383,0.24127,-1020.34417,-8.50287,0.0,0.0,1.28664,0.91992,0.15168,1.1757,0.0,-10.33242
384,0.2408,-1280.585,-10.67154,0.0,0.0,1.42654,0.90792,0.1639,0.0,0.0,-10.70486
385,0.24033,-1122.10948,-9.35091,0.0,0.0,1.32444,0.90992,0.15914,0.01028,0.0,-11.00991
386,0.23987,-163.79321,-1.36494,0.0,0.0,1.06407,0.94733,0.13356,0.05451,0.0,-10.92491
387,0.2394,-850.47263,-7.08727,0.0,0.0,1.26601,0.91242,0.14582,0.17825,0.0,-11.09321
388,0.23893,-1083.06808,-9.02557,0.0,0.0,1.28978,0.914,0.15754,0.0,0.0,-11.3721
389,0.23847,-1205.57412,-10.04645,0.0,0.0,1.38424,0.91325,0.15404,0.0,0.0,-11.67152
390,0.238,-343.50214,-2.86252,0.0,0.78147,1.05161,0.95617,0.1074,10.9564,0.0,-11.60465
391,0.23753,-323.12824,-2.69274,0.0,0.0,1.06967,0.9485,0.13442,6.87892,0.0,-11.52863
392,0.23707,-851.81029,-7.09842,0.0,0.0,1.22042,0.93,0.14176,5.76819,0.0,-11.6703
393,0.2366,-918.42241,-7.65352,0.0,0.0,1.29264,0.924,0.14269,0.0696,0.0,-11.84756
394,0.23613,-976.25442,-8.13545,0.0,0.98521,1.29543,0.92233,0.15286,13.97074,0.0,-12.04576
395,0.23567,-953.26252,-7.94385,0.0,0.0,1.29852,0.91642,0.15187,0.00017,0.0,-12.23486
396,0.2352,-854.38315,-7.11986,0.0,0.0,1.28145,0.93575,0.12909,1.13185,0.0,-12.36297
397,0.23473,-393.47278,-3.27894,0.0,0.0,1.07145,0.95075,0.12976,1.52916,0.0,-12.25987
398,0.23427,-216.29739,-1.80248,0.0,0.26602,1.04509,0.95133,0.11051,13.19734,0.0,-12.10996
399,0.2338,-155.33706,-1.29448,0.0,0.04787,1.04827,0.95558,0.11608,8.35664,0.0,-11.95992
400,0.23333,-240.94726,-2.00789,0.0,0.16838,1.03471,0.95192,0.10057,12.4148,0.0,-11.80164
401,0.23287,-139.89553,-1.1658,0.0,0.0,1.024,0.94567,0.09595,1.08864,0.0,-11.68604
402,0.2324,-141.03975,-1.17533,0.0,0.37303,1.0461,0.94683,0.12367,6.95337,0.0,-11.50645
403,0.23193,-94.65283,-0.78877,0.0,0.0,1.01893,0.94883,0.11148,0.54804,0.0,-11.21982
404,0.23147,-145.89218,-1.21577,0.0,0.0,1.05235,0.94175,0.11581,4.68944,0.0,-11.03873
405,0.231,-103.94562,-0.86621,0.0,0.0,1.05841,0.94658,0.11294,0.93558,0.0,-10.8842
406,0.23053,-96.48032,-0.804,0.0,0.0,1.0115,0.94508,0.1034,1.55913,0.0,-10.76052
407,0.23007,-53.68356,-0.44736,0.0,0.0,1.01464,0.95267,0.10641,0.48351,0.0,-10.64812
408,0.2296,-63.69188,-0.53077,0.0,0.0,1.01449,0.94775,0.11354,0.46795,0.0,-10.52085
409,0.22913,-59.90833,-0.49924,0.0,0.0,1.01226,0.94425,0.09842,0.40363,0.0,-10.4162
410,0.22867,-142.65827,-1.18882,0.0,0.0,1.044,0.942,0.11573,1.17025,0.0,-10.34591
411,0.2282,-131.66451,-1.0972,0.0,0.0,1.01202,0.95483,0.10624,7.20239,0.0,-10.29941
412,0.22773,-106.37363,-0.88645,0.0,0.0,1.02567,0.94333,0.10028,2.56202,0.0,-10.22404
413,0.22727,-90.8729,-0.75727,0.0,0.0,1.02346,0.94025,0.10938,3.77544,0.0,-10.14293
414,0.2268,-105.01669,-0.87514,0.0,0.0,1.03396,0.94067,0.12134,3.76164,0.0,-10.06589
415,0.22633,-100.52954,-0.83775,0.0,0.0,1.01811,0.94558,0.10549,4.5044,0.0,-10.02189
416,0.22587,-110.80136,-0.92334,0.0,0.0,1.01222,0.94783,0.11042,3.19129,0.0,-9.96388
417,0.2254,-77.336,-0.64447,0.0,0.0,1.02498,0.94333,0.10777,2.38643,0.0,-9.88772
418,0.22493,-358.77925,-2.98983,0.0,0.0018,1.08484,0.94308,0.12363,8.85252,0.0,-9.94059
419,0.22447,-630.4935,-5.25411,0.0,0.0,1.22356,0.92608,0.12995,2.23466,0.0,-10.10568
420,0.224,-1031.51886,-8.59599,0.0,0.0,1.3348,0.92225,0.15501,0.0,0.0,-10.40802
421,0.22353,-1022.74099,-8.52284,0.0,0.0,1.3829,0.91308,0.16373,0.0288,0.0,-10.69836
422,0.22307,-1301.52724,-10.84606,0.0,0.0,1.46875,0.89933,0.16234,0.00282,0.0,-11.07701
423,0.2226,-827.30459,-6.8942,0.0,0.0,1.25637,0.92583,0.13521,0.01509,0.0,-11.23348
424,0.22213,-1089.82241,-9.08185,0.0,0.0,1.3448,0.91367,0.15241,0.0,0.0,-11.50128
425,0.22167,-846.14741,-7.05123,0.0,0.0,1.32265,0.90975,0.13384,0.0,0.0,-11.67781
426,0.2212,-1300.86779,-10.84056,0.0,0.0,1.44583,0.90683,0.16105,0.0,0.0,-11.99364
427,0.22073,-858.87204,-7.15727,0.0,0.0,1.26579,0.90925,0.14223,0.09656,0.0,-12.18784
428,0.22027,-485.07346,-4.04228,0.0,0.74053,1.10578,0.95317,0.11929,11.31237,0.0,-12.17257
429,0.2198,-809.79888,-6.74832,0.0,0.32487,1.21701,0.93292,0.13963,9.28311,0.0,-12.30312
430,0.21933,-920.3375,-7.66948,0.0,0.0,1.38208,0.92033,0.13218,0.01183,0.0,-12.46671
431,0.21887,-1057.41552,-8.8118,0.0,0.0,1.37507,0.91383,0.15914,0.0,0.0,-12.68239
432,0.2184,-1211.40116,-10.09501,0.0,0.0,1.38786,0.91175,0.16113,0.00928,0.0,-12.93752
433,0.21793,-804.19842,-6.70165,0.0,0.73371,1.27681,0.9185,0.14136,13.80609,0.0,-13.09491
434,0.21747,-1049.70658,-8.74755,0.0,0.0,1.39149,0.91533,0.1293,0.05245,0.0,-13.27521
435,0.217,-1144.95275,-9.54127,0.0,0.0,1.42345,0.89558,0.15043,0.0,0.0,-13.49918
436,0.21653,-774.30942,-6.45258,0.0,0.0,1.29084,0.90692,0.1497,1.91559,0.0,-13.61067
437,0.21607,-1121.65534,-9.34713,0.0,0.0,1.30306,0.92275,0.14001,0.03239,0.0,-13.82927
438,0.2156,-469.63787,-3.91365,0.0,0.0,1.1397,0.94158,0.09241,0.08319,0.0,-13.76727
439,0.21513,-419.78499,-3.49821,0.0,0.0,1.08391,0.94467,0.1054,5.79506,0.0,-13.57773
440,0.21467,-284.95965,-2.37466,0.0,0.64541,1.06313,0.9395,0.10621,8.29169,0.0,-13.50974
441,0.2142,-202.10695,-1.68422,0.0,0.0,1.09368,0.951,0.10407,0.69702,0.0,-13.20205
442,0.21373,-560.73564,-4.6728,0.0,0.08557,1.10954,0.95817,0.0878,9.92755,0.0,-13.08657
443,0.21327,-312.51133,-2.60426,0.0,0.0,1.07085,0.94567,0.10027,0.09641,0.0,-12.9239
444,0.2128,-621.27662,-5.17731,0.0,0.14085,1.14041,0.94775,0.10127,12.23629,0.0,-12.98763
445,0.21233,-778.21111,-6.48509,0.0,0.20551,1.16445,0.92958,0.13336,6.56797,0.0,-13.12323
446,0.21187,-354.37019,-2.95308,0.0,0.22938,1.04125,0.94625,0.129,10.00467,0.0,-13.03469
447,0.2114,-200.17242,-1.6681,0.0,0.45631,1.03487,0.9535,0.11502,10.94094,0.0,-12.84907
448,0.21093,-65.90179,-0.54918,0.0,0.0,1.02354,0.9325,0.11473,1.22413,0.0,-12.60955
449,0.21047,-80.11793,-0.66765,0.0,0.0,1.02572,0.931,0.10136,2.6664,0.0,-12.42387
450,0.21,-63.72999,-0.53108,0.0,0.0,0.99397,0.94233,0.10186,2.05373,0.0,-12.18551
451,0.20953,-107.0715,-0.89226,0.0,0.0,1.00756,0.92967,0.11202,4.6637,0.0,-11.90844
452,0.20907,-102.61967,-0.85516,0.0,0.0,1.02664,0.93583,0.10083,1.85796,0.0,-11.74286
453,0.2086,-116.13034,-0.96775,0.0,0.0,1.03853,0.92967,0.12029,1.42634,0.0,-11.59942
454,0.20813,-105.8952,-0.88246,0.0,0.0,1.01446,0.93908,0.10241,1.43572,0.0,-11.46872
455,0.20767,-152.89055,-1.27409,0.0,0.0,0.9983,0.94508,0.10239,0.2065,0.0,-11.36098
456,0.2072,-150.34544,-1.25288,0.0,0.35244,1.01915,0.94125,0.10177,6.90102,0.0,-11.2283
457,0.20673,-81.63931,-0.68033,0.0,0.0,1.02734,0.933,0.11873,2.70184,0.0,-11.0974
458,0.20627,-111.46159,-0.92885,0.0,0.0,1.03371,0.93058,0.10966,2.09357,0.0,-11.00871
459,0.2058,-108.04639,-0.90039,0.0,0.0,1.02276,0.92758,0.12842,3.29589,0.0,-10.91825
460,0.20533,-65.39068,-0.54492,0.0,0.0,1.01519,0.9325,0.10737,0.95913,0.0,-10.87363
461,0.20487,-141.24857,-1.17707,0.0,0.08981,1.03692,0.93433,0.11734,6.72398,0.0,-10.82174
462,0.2044,-50.76956,-0.42308,0.0,0.0,1.02855,0.94083,0.1049,0.14351,0.0,-10.74775
463,0.20393,-69.08236,-0.57569,0.0,0.0,1.00574,0.94033,0.11182,0.90452,0.0,-10.65705
464,0.20347,-62.71026,-0.52259,0.0,0.0,1.00644,0.92842,0.11469,0.47491,0.0,-10.58071
465,0.203,-55.72678,-0.46439,0.0,0.0,1.02196,0.932,0.11526,0.74301,0.0,-10.51908
466,0.20253,-204.72908,-1.70608,0.0,0.35535,1.04253,0.93075,0.12037,10.14536,0.0,-10.50112
467,0.20207,-81.07478,-0.67562,0.0,0.0,1.05329,0.94333,0.11238,0.79886,0.0,-10.46267
468,0.2016,-121.46726,-1.01223,0.0,0.0,1.03998,0.94483,0.10215,2.73207,0.0,-10.41604
469,0.20113,-617.60771,-5.14673,0.0,0.0,1.23819,0.92008,0.13619,1.67246,0.0,-10.56889
470,0.20067,-977.80083,-8.14834,0.0,0.0,1.27692,0.91725,0.14812,0.0,0.0,-10.85229
471,0.2002,-964.04706,-8.03373,0.0,0.0,1.28535,0.915,0.14912,0.0,0.0,-11.1218
472,0.19973,-1002.78772,-8.35656,0.0,0.0,1.33654,0.91308,0.15033,0.0,0.0,-11.38787
473,0.19927,-1142.36257,-9.51969,0.0,0.0,1.35537,0.91792,0.16122,2e-05,0.0,-11.7072
474,0.1988,-78.14258,-0.65119,0.0,0.0,1.04748,0.94008,0.11937,0.43855,0.0,-11.61978
475,0.19833,-165.84781,-1.38207,0.0,0.28257,1.03962,0.93975,0.12062,9.05714,0.0,-11.51067
476,0.19787,-112.75866,-0.93966,0.0,0.0,1.05095,0.94267,0.12165,0.73766,0.0,-11.36718
477,0.1974,-216.38649,-1.80322,0.0,0.0,1.05754,0.94483,0.13189,2.4405,0.0,-11.23931
478,0.19693,-171.61269,-1.43011,0.0,0.0,1.03704,0.947,0.12531,7.97486,0.0,-11.15312
479,0.19647,-116.84185,-0.97368,0.0,0.0,1.05076,0.94175,0.12934,0.18887,0.0,-11.00448
480,0.196,-66.69603,-0.5558,0.0,0.0,1.04163,0.94392,0.12384,1.04484,0.0,-10.90189
481,0.19553,-97.79079,-0.81492,0.0,0.0,1.04996,0.95017,0.11421,1.06333,0.0,-10.8049
482,0.19507,-73.27672,-0.61064,0.0,0.0,1.03523,0.95292,0.10816,2.0712,0.0,-10.68368
483,0.1946,-115.17603,-0.9598,0.0,0.0,1.03789,0.94692,0.12223,2.59801,0.0,-10.5739
484,0.19413,-89.77748,-0.74815,0.0,0.0,1.04258,0.94558,0.11702,2.00408,0.0,-10.49776
485,0.19367,-42.42393,-0.35353,0.0,0.0,1.04377,0.94442,0.13098,0.15332,0.0,-10.40573
486,0.1932,-65.91429,-0.54929,0.0,0.0,1.02569,0.95025,0.10581,1.69439,0.0,-10.32414
